year,date,country,province,confirm,dead,heal,confirm_add,confirm_cuts,dead_cuts,now_confirm_cuts,heal_cuts,newConfirm,newHeal,newDead,description,wzz,wzz_add,dateId
2020,06.30,中国,内蒙古,238,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例161例。,0,0,2020-06
2020,07.01,中国,内蒙古,238,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例161例。,0,0,2020-07
2020,07.02,中国,内蒙古,238,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例161例。,0,0,2020-07
2020,07.03,中国,内蒙古,238,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例161例。,0,0,2020-07
2020,07.04,中国,内蒙古,238,1,237,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例162例。,0,0,2020-07
2020,07.05,中国,内蒙古,239,1,237,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例162例。,0,0,2020-07
2020,07.06,中国,内蒙古,240,1,237,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例163例。,0,0,2020-07
2020,07.07,中国,内蒙古,244,1,237,4,,,,,4,0,0,内蒙古自治区累计报告境外输入确诊病例167例。,0,0,2020-07
2020,07.08,中国,内蒙古,244,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例167例。,0,0,2020-07
2020,07.09,中国,内蒙古,245,1,237,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例168例。,0,0,2020-07
2020,07.10,中国,内蒙古,245,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例168例。,0,0,2020-07
2020,07.11,中国,内蒙古,245,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例168例。,0,0,2020-07
2020,07.12,中国,内蒙古,249,1,237,4,,,,,4,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.13,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.14,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.15,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.16,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.17,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.18,中国,内蒙古,249,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例172例。,0,0,2020-07
2020,07.19,中国,内蒙古,250,1,237,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例173例。,0,0,2020-07
2020,07.20,中国,内蒙古,250,1,237,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例173例。,0,0,2020-07
2020,07.21,中国,内蒙古,250,1,240,0,,,,,0,3,0,内蒙古自治区累计报告境外输入确诊病例173例。,0,0,2020-07
2020,07.22,中国,内蒙古,250,1,241,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例173例。,0,0,2020-07
2020,07.23,中国,内蒙古,250,1,241,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例173例。,0,0,2020-07
2020,07.24,中国,内蒙古,251,1,241,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例174例。,0,0,2020-07
2020,07.25,中国,内蒙古,256,1,244,5,,,,,5,3,0,内蒙古自治区累计报告境外输入确诊病例179例。,0,0,2020-07
2020,07.26,中国,内蒙古,258,1,244,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,07.27,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,07.28,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,07.29,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,07.30,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,07.31,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-07
2020,08.01,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.02,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.03,中国,内蒙古,258,1,244,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.04,中国,内蒙古,258,1,247,0,,,,,0,3,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.05,中国,内蒙古,258,1,247,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.06,中国,内蒙古,258,1,247,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.07,中国,内蒙古,258,1,247,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.08,中国,内蒙古,258,1,247,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.09,中国,内蒙古,258,1,253,0,,,,,0,6,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.10,中国,内蒙古,258,1,253,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例181例。,0,0,2020-08
2020,08.11,中国,内蒙古,259,1,254,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例182例。,0,0,2020-08
2020,08.12,中国,内蒙古,259,1,254,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例182例。,0,0,2020-08
2020,08.13,中国,内蒙古,259,1,255,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例182例。,0,0,2020-08
2020,08.14,中国,内蒙古,260,1,256,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.15,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.16,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.17,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.18,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.19,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.20,中国,内蒙古,260,1,256,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.21,中国,内蒙古,260,1,257,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.22,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.23,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.24,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.25,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.26,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.27,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.28,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.29,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.30,中国,内蒙古,260,1,257,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例183例。,0,0,2020-08
2020,08.31,中国,内蒙古,261,1,257,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-08
2020,09.01,中国,内蒙古,261,1,258,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.02,中国,内蒙古,261,1,259,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.03,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.04,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.05,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.06,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.07,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.08,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.09,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.10,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.11,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.12,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.13,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.14,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.15,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.16,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.17,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.18,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.19,中国,内蒙古,261,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例184例。,0,0,2020-09
2020,09.20,中国,内蒙古,263,1,259,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.21,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.22,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.23,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.24,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.25,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.26,中国,内蒙古,263,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例186例。,0,0,2020-09
2020,09.27,中国,内蒙古,266,1,259,3,,,,,3,0,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-09
2020,09.28,中国,内蒙古,266,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-09
2020,09.29,中国,内蒙古,266,1,259,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-09
2020,09.30,中国,内蒙古,266,1,260,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-09
2020,10.01,中国,内蒙古,266,1,260,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-10
2020,10.02,中国,内蒙古,266,1,260,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-10
2020,10.03,中国,内蒙古,266,1,261,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例189例。,0,0,2020-10
2020,10.04,中国,内蒙古,268,1,261,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.05,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.06,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.07,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.08,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.09,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.10,中国,内蒙古,268,1,261,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例191例。,0,0,2020-10
2020,10.11,中国,内蒙古,269,1,262,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例192例。,0,0,2020-10
2020,10.12,中国,内蒙古,270,1,262,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例193例。,0,0,2020-10
2020,10.13,中国,内蒙古,270,1,263,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例193例。,0,0,2020-10
2020,10.14,中国,内蒙古,270,1,263,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例193例。,0,0,2020-10
2020,10.15,中国,内蒙古,275,1,263,5,,,,,5,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.16,中国,内蒙古,275,1,263,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.17,中国,内蒙古,275,1,265,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.18,中国,内蒙古,275,1,265,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.19,中国,内蒙古,275,1,266,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.20,中国,内蒙古,275,1,266,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.21,中国,内蒙古,275,1,266,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.22,中国,内蒙古,275,1,266,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.23,中国,内蒙古,275,1,266,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.24,中国,内蒙古,275,1,267,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例198例。,0,0,2020-10
2020,10.25,中国,内蒙古,277,1,267,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例200例。,0,0,2020-10
2020,10.26,中国,内蒙古,278,1,268,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例201例。,0,0,2020-10
2020,10.27,中国,内蒙古,279,1,268,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例202例。,0,0,2020-10
2020,10.28,中国,内蒙古,287,1,268,8,,,,,8,0,0,内蒙古自治区累计报告境外输入确诊病例210例。,0,0,2020-10
2020,10.29,中国,内蒙古,287,1,268,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例210例。,0,0,2020-10
2020,10.30,中国,内蒙古,288,1,268,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例211例。,0,0,2020-10
2020,10.31,中国,内蒙古,291,1,270,3,,,,,3,2,0,内蒙古自治区累计报告境外输入确诊病例214例。,0,0,2020-10
2020,11.01,中国,内蒙古,291,1,270,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例214例。,0,0,2020-11
2020,11.02,中国,内蒙古,295,1,270,4,,,,,4,0,0,内蒙古自治区累计报告境外输入确诊病例218例。,0,0,2020-11
2020,11.03,中国,内蒙古,297,1,270,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例220例。,0,0,2020-11
2020,11.04,中国,内蒙古,298,1,270,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例221例。,0,0,2020-11
2020,11.05,中国,内蒙古,300,1,270,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例223例。,0,0,2020-11
2020,11.06,中国,内蒙古,303,1,270,3,,,,,3,0,0,内蒙古自治区累计报告境外输入确诊病例226例。,0,0,2020-11
2020,11.07,中国,内蒙古,303,1,271,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例226例。,0,0,2020-11
2020,11.08,中国,内蒙古,305,1,272,2,,,,,2,1,0,内蒙古自治区累计报告境外输入确诊病例228例。,0,0,2020-11
2020,11.09,中国,内蒙古,305,1,273,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例228例。,0,0,2020-11
2020,11.10,中国,内蒙古,305,1,273,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例228例。,0,0,2020-11
2020,11.11,中国,内蒙古,306,1,274,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例229例。,0,0,2020-11
2020,11.12,中国,内蒙古,307,1,281,1,,,,,1,7,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.13,中国,内蒙古,307,1,282,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.14,中国,内蒙古,307,1,282,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.15,中国,内蒙古,307,1,282,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.16,中国,内蒙古,307,1,286,0,,,,,0,4,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.17,中国,内蒙古,307,1,287,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例230例。,0,0,2020-11
2020,11.18,中国,内蒙古,308,1,287,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例231例。,0,0,2020-11
2020,11.19,中国,内蒙古,308,1,288,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例231例。,0,0,2020-11
2020,11.20,中国,内蒙古,308,1,290,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例231例。,0,0,2020-11
2020,11.21,中国,内蒙古,310,1,291,2,,,,,2,1,0,内蒙古自治区累计报告境外输入确诊病例231例。,0,0,2020-11
2020,11.22,中国,内蒙古,310,1,291,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例231例。,0,0,2020-11
2020,11.23,中国,内蒙古,311,1,291,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.24,中国,内蒙古,311,1,291,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.25,中国,内蒙古,320,1,296,9,,,,,9,5,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.26,中国,内蒙古,320,1,296,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.27,中国,内蒙古,320,1,301,0,,,,,0,5,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.28,中国,内蒙古,320,1,302,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.29,中国,内蒙古,323,1,304,3,,,,,3,2,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,11.30,中国,内蒙古,327,1,305,4,,,,,4,1,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-11
2020,12.01,中国,内蒙古,329,1,305,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.02,中国,内蒙古,329,1,306,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.03,中国,内蒙古,333,1,306,4,,,,,4,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.04,中国,内蒙古,333,1,306,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.05,中国,内蒙古,333,1,306,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.06,中国,内蒙古,336,1,308,3,,,,,3,2,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.07,中国,内蒙古,336,1,308,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.08,中国,内蒙古,336,1,308,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.09,中国,内蒙古,337,1,309,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.10,中国,内蒙古,337,1,311,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.11,中国,内蒙古,337,1,313,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.12,中国,内蒙古,337,1,313,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例232例。,0,0,2020-12
2020,12.13,中国,内蒙古,338,1,313,1,,,,,1,0,0,内蒙古自治区累计报告境外输入确诊病例233例。,0,0,2020-12
2020,12.14,中国,内蒙古,342,1,314,4,,,,,4,1,0,内蒙古自治区累计报告境外输入确诊病例237例。,0,0,2020-12
2020,12.15,中国,内蒙古,342,1,315,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例237例。,0,0,2020-12
2020,12.16,中国,内蒙古,342,1,322,0,,,,,0,7,0,内蒙古自治区累计报告境外输入确诊病例237例。,0,0,2020-12
2020,12.17,中国,内蒙古,342,1,322,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例237例。,0,0,2020-12
2020,12.18,中国,内蒙古,342,1,324,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例237例。,0,0,2020-12
2020,12.19,中国,内蒙古,344,1,326,2,,,,,2,2,0,内蒙古自治区累计报告境外输入确诊病例239例。,0,0,2020-12
2020,12.20,中国,内蒙古,350,1,329,6,,,,,6,3,0,内蒙古自治区累计报告境外输入确诊病例245例。,0,0,2020-12
2020,12.21,中国,内蒙古,352,1,331,2,,,,,2,2,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.22,中国,内蒙古,352,1,331,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.23,中国,内蒙古,352,1,335,0,,,,,0,4,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.24,中国,内蒙古,352,1,336,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.25,中国,内蒙古,352,1,336,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.26,中国,内蒙古,352,1,336,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例247例。,0,0,2020-12
2020,12.27,中国,内蒙古,358,1,336,6,,,,,6,0,0,内蒙古自治区累计报告境外输入确诊病例253例。,0,0,2020-12
2020,12.28,中国,内蒙古,359,1,339,1,,,,,1,3,0,内蒙古自治区累计报告境外输入确诊病例254例。,0,0,2020-12
2020,12.29,中国,内蒙古,361,1,339,2,,,,,2,0,0,内蒙古自治区累计报告境外输入确诊病例256例。,0,0,2020-12
2020,12.30,中国,内蒙古,364,1,340,3,,,,,3,1,0,内蒙古自治区累计报告境外输入确诊病例259例。,0,0,2020-12
2020,12.31,中国,内蒙古,364,1,340,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例259例。,0,0,2020-12
2021,01.01,中国,内蒙古,364,1,340,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例259例。,0,0,2021-01
2021,01.02,中国,内蒙古,365,1,341,1,,,,,1,1,0,内蒙古自治区累计报告境外输入确诊病例260例。,0,0,2021-01
2021,01.03,中国,内蒙古,366,1,345,1,,,,,1,4,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.04,中国,内蒙古,366,1,345,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.05,中国,内蒙古,366,1,345,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.06,中国,内蒙古,366,1,346,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.07,中国,内蒙古,366,1,346,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.08,中国,内蒙古,366,1,348,0,,,,,0,2,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.09,中国,内蒙古,366,1,349,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.10,中国,内蒙古,366,1,349,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.11,中国,内蒙古,366,1,350,0,,,,,0,1,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.12,中国,内蒙古,366,1,350,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.13,中国,内蒙古,366,1,350,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.14,中国,内蒙古,366,1,350,0,,,,,0,0,0,内蒙古自治区累计报告境外输入确诊病例261例。,0,0,2021-01
2021,01.15,中国,内蒙古,366,1,350,0,,,,,0,0,0,,0,0,2021-01
2021,01.16,中国,内蒙古,366,1,350,0,,,,,0,0,0,,0,0,2021-01
2021,01.17,中国,内蒙古,366,1,350,0,,,,,0,0,0,,0,0,2021-01
2021,01.18,中国,内蒙古,366,1,350,0,,,,,0,0,0,,0,0,2021-01
2021,01.19,中国,内蒙古,366,1,351,0,,,,,0,1,0,,0,0,2021-01
2021,01.20,中国,内蒙古,366,1,351,0,,,,,0,0,0,,0,0,2021-01
2021,01.21,中国,内蒙古,366,1,351,0,,,,,0,0,0,,0,0,2021-01
2021,01.22,中国,内蒙古,366,1,351,0,,,,,0,0,0,,0,0,2021-01
